"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000064246",187.722745911357,-2.69059821008816,0.548702947270441,-4.90356070342381,9.41148401145519e-07,0.00010335346013396
"ENSMUSG00000040809",372.415468293504,-2.0645663508043,0.421789019500808,-4.89478449023574,9.84135152954926e-07,0.000107343876852374
"ENSMUSG00000027359",44.5198324747866,4.719182887404,0.966517846016672,4.88266502978011,1.04661580368969e-06,0.000111890853767965
"ENSMUSG00000028307",503.950978009763,2.66259620071435,0.547063258602676,4.86707187668795,1.13263844348662e-06,0.000118728457098731
"ENSMUSG00000063415",89.8157048907282,-2.04038548598749,0.420257876071476,-4.85507970739487,1.20338329429101e-06,0.000124527028972691
"ENSMUSG00000026580",281.123077789242,-1.60972188962278,0.332299261125981,-4.84419340617345,1.27127054587782e-06,0.000128265627944881
"ENSMUSG00000032511",72.3641603702317,-1.33579255468102,0.27666285779538,-4.8282323305898,1.37750328868273e-06,0.000137265651785218
"ENSMUSG00000016024",891.026116712789,-1.91051097543022,0.395880635975421,-4.82597733208865,1.39318355049903e-06,0.000137976454329484
"ENSMUSG00000097767",208.930056401265,-1.31875716365285,0.274519135746307,-4.80388064776499,1.55619614094581e-06,0.00015225257153508
"ENSMUSG00000061959",82.9503284733804,3.67148815205016,0.76787249491596,4.7813773463158,1.74098213729558e-06,0.000168291464924326
"ENSMUSG00000020310",92.2322663251549,-1.39858097932563,0.29302973080757,-4.77282962200195,1.81655459264552e-06,0.000171961401715465
"ENSMUSG00000059901",100.981408040106,-1.35292107586407,0.283488437284477,-4.77240302575879,1.82040765713708e-06,0.000171961401715465
"ENSMUSG00000003863",202.030081183709,1.95256901655848,0.409148392508114,4.77227590847681,1.82155731235486e-06,0.000171961401715465
"ENSMUSG00000030249",2328.07146987622,-1.07470836704016,0.227488612535036,-4.72422929246465,2.3098968102219e-06,0.000209486877569731
"ENSMUSG00000073043",899.546981135869,1.33249056885558,0.281994215509846,4.72524078710776,2.29842848854188e-06,0.000209486877569731
"ENSMUSG00000121260",55.9323283578209,2.5269613969759,0.536061746469782,4.7139371790976,2.42975600734737e-06,0.000215514017728619
"ENSMUSG00000028370",968.512740442019,-1.42467635316945,0.302756948426035,-4.70567681625814,2.53025090566428e-06,0.000223201313498024
"ENSMUSG00000031613",1989.69743852039,1.04935730337676,0.22340138595934,4.69718349718628,2.63773466263921e-06,0.000228929842252606
"ENSMUSG00000016252",1366.42386396155,1.24775434318576,0.26577697161768,4.69474212002329,2.66943265589904e-06,0.000230441985904696
"ENSMUSG00000019689",191.029514337989,1.08480710680886,0.231171515866593,4.69265040176874,2.69688129540502e-06,0.000231573163572996
"ENSMUSG00000026773",1052.74137725913,-1.69355604427222,0.362180968936076,-4.67599401825868,2.92533133443555e-06,0.000244409166682986
"ENSMUSG00000039323",240.454343940512,2.04068333563856,0.437345168746594,4.66607037523025,3.07014586597443e-06,0.000253980674233535
"ENSMUSG00000006958",321.457901492517,-1.03976296090692,0.222931738723768,-4.66404185810113,3.10058270020268e-06,0.00025407465243336
"ENSMUSG00000036995",171.45273187239,-1.00158106067332,0.214826213292158,-4.66228513422238,3.12717510440742e-06,0.000254959533891157
"ENSMUSG00000126291",38.6182628383259,2.14730492590428,0.461413074998829,4.65375829653231,3.259388509155e-06,0.0002642596502946
"ENSMUSG00000078566",854.288820398349,-1.26184789379715,0.272623428172743,-4.62853798829644,3.68256317366254e-06,0.000292845405479972
"ENSMUSG00000052749",110.997237909985,-1.93640768704064,0.418586407887304,-4.62606441717519,3.72679431531458e-06,0.000294910003098643
"ENSMUSG00000037362",644.571399273965,2.21028407950672,0.478544422206708,4.61876468920995,3.86031325734646e-06,0.000302509887928854
"ENSMUSG00000004038",189.681642472043,2.47177503581068,0.536134648140568,4.61036242366228,4.01967581940223e-06,0.000311969359387549
"ENSMUSG00000031480",73.1631810393492,-1.11788261229723,0.243436804843849,-4.59208546141691,4.38838582030883e-06,0.000332590198578617
"ENSMUSG00000128875",42.9193866625075,2.74996784184785,0.599759272767552,4.58511934156231,4.5372720021296e-06,0.000340675264792456
"ENSMUSG00000034473",362.58556066572,1.0126428082224,0.220970140112312,4.58271333723059,4.58981053957874e-06,0.000341307546857612
"ENSMUSG00000029153",1747.19813764362,1.64447960831677,0.359312919371812,4.57673387083276,4.72291658564491e-06,0.000348137180100757
"ENSMUSG00000032883",3002.16360451798,1.07910954995488,0.237087811786572,4.55151845142634,5.32601258768341e-06,0.000382123649790992
"ENSMUSG00000006360",2618.97883649606,1.12968328007388,0.248346471931327,4.54881952334018,5.39476837882906e-06,0.000383646457882985
"ENSMUSG00000029201",3177.64045041665,1.4322000212677,0.316173405426485,4.52979281839284,5.90415544288028e-06,0.000410822333251795
"ENSMUSG00000036805",374.125673739414,1.60916518789624,0.35532163997948,4.52875650351374,5.93318244883241e-06,0.0004110702329249
"ENSMUSG00000024747",150.893475851943,1.24887348027332,0.276564294898852,4.51567141279055,6.311646802343e-06,0.000433569848213715
"ENSMUSG00000029596",122.615208533819,1.25542414049287,0.278288971640096,4.51122490803006,6.445433450819e-06,0.000439023764542495
"ENSMUSG00000060636",4796.87694561452,1.12371792093995,0.250392300562699,4.48782937180837,7.19525187910623e-06,0.000474376183560464
"ENSMUSG00000029161",431.259215604854,1.7349561699962,0.388328542627007,4.46775340864561,7.90453478978221e-06,0.000506360734569262
"ENSMUSG00000085004",32.3050221669127,3.28776585164421,0.737712970837678,4.45670061610946,8.32307108990654e-06,0.000526328803375
"ENSMUSG00000063522",4203.27015285113,-2.04851076133592,0.460874903061919,-4.444830360096,8.79612468560398e-06,0.000548246489574151
"ENSMUSG00000024190",998.072322199824,-1.2714928131313,0.28668629185005,-4.43513641662484,9.20140037028997e-06,0.000569111901063567
"ENSMUSG00000033805",60.1679080351177,1.35885930828533,0.306466061202153,4.43396343123616,9.25163255116954e-06,0.000569793287687042
"ENSMUSG00000006522",89.0492735966153,-1.16593732227065,0.264106158180142,-4.41465405541729,1.01171647624996e-05,0.000613990190830942
"ENSMUSG00000020163",950.321804351017,1.03885350392998,0.235696804228419,4.4075841729411,1.04529982899898e-05,0.000624973153315946
"ENSMUSG00000139288",78.6986163685407,2.82757487122989,0.642151358603277,4.40328410638274,1.06624386265763e-05,0.000635142976932917
"ENSMUSG00000040808",51.9009245139311,4.37473179995374,0.993946655521867,4.40137483802569,1.07567111445897e-05,0.00063840289708497
"ENSMUSG00000028132",526.33711348726,1.11695867548237,0.254189295185572,4.39420029339523,1.11181273066201e-05,0.000652654287675523
"ENSMUSG00000035105",1830.88356390644,-1.54760994559914,0.352373209856656,-4.39196256216157,1.12332045193666e-05,0.000657020364333821
"ENSMUSG00000025854",172.313095314627,-1.1213853750553,0.256241564110532,-4.37628211858548,1.20720745785444e-05,0.000698492831259649
"ENSMUSG00000020080",111.216224512405,3.78450989602668,0.871583049690526,4.34211048203662,1.41120533243539e-05,0.000791009988941126
"ENSMUSG00000034579",164.192960182959,1.20646705266744,0.278275634282006,4.33551092527491,1.45421951072285e-05,0.000809498812468927
"ENSMUSG00000042510",268.110895039844,1.48970545726068,0.344390674421899,4.32562658603148,1.5209889259761e-05,0.000826711253603777
"ENSMUSG00000018126",719.941856875352,2.23569107600432,0.518023316365641,4.31581167367047,1.59017509889051e-05,0.000858535004059852
"ENSMUSG00000057863",2284.00380001953,1.18276435479329,0.274347842479845,4.31118518776097,1.62381836954667e-05,0.00087377666465306
"ENSMUSG00000025290",8396.9224274042,1.16580537690009,0.27057770674332,4.30857882170617,1.64306920720555e-05,0.000878280338143021
"ENSMUSG00000128633",6633.67430582527,1.39970978099452,0.325316710295074,4.30260646532708,1.68800513841738e-05,0.000899322341566724
"ENSMUSG00000062328",7829.09697045213,1.32780901563094,0.308744329067144,4.30067499423504,1.70278642980285e-05,0.000904213201852218
"ENSMUSG00000061477",8518.61174543732,1.0267655814109,0.2396853741712,4.28380573892471,1.83723338853546e-05,0.000955203951830626
"ENSMUSG00000063730",146.018500391689,2.01752570294908,0.471011101110989,4.28339310515246,1.84064548670735e-05,0.000955203951830626
"ENSMUSG00000003949",216.437340953584,-1.48408697201062,0.347242468161155,-4.27392127428912,1.92064874439257e-05,0.00098742142295316
"ENSMUSG00000035506",533.584852508602,1.77887644648398,0.416296979109266,4.27309477548978,1.92778467285146e-05,0.000987943745201307
"ENSMUSG00000058396",96.6448708736597,-1.16918495010298,0.273705869446773,-4.27168387899826,1.94002462751996e-05,0.000991070176014391
"ENSMUSG00000058914",237.564123806648,1.58805422707983,0.372635563629833,4.26168187386796,2.02894133204969e-05,0.00102706524750782
"ENSMUSG00000093674",6573.01355825449,1.26875119450201,0.298151657898696,4.25538869528303,2.08686159485701e-05,0.00103975946684496
"ENSMUSG00000090733",3395.97467499264,1.04458375978482,0.245654304727356,4.25225098719184,2.11632479789948e-05,0.00105119480653819
"ENSMUSG00000031538",640.065630832123,-1.04208337860274,0.245876595896936,-4.23823737595405,2.25281507734889e-05,0.00110205658014235
"ENSMUSG00000024053",412.677794767296,-1.15041472656887,0.271979241555731,-4.22978871471387,2.33910900363504e-05,0.0011373565254723
"ENSMUSG00000035561",2295.74465665168,1.52186064409966,0.359913775680224,4.22840343141465,2.35355494255911e-05,0.00114094406719915
"ENSMUSG00000022546",249.295290844287,1.71638358886305,0.407133969252454,4.2157710200761,2.48926240467449e-05,0.00119885108403816
"ENSMUSG00000023078",1547.96786099274,-2.00652588403267,0.476018616791659,-4.21522565137589,2.49528566088596e-05,0.00119885108403816
"ENSMUSG00000121655",555.184021206843,1.03967727342113,0.24692483889879,4.21050096886881,2.54805030880431e-05,0.00121336802758195
"ENSMUSG00000022389",1223.16407803806,-1.0846250691125,0.258933192224927,-4.18882206561732,2.80406146804709e-05,0.00129331326510526
"ENSMUSG00000022844",598.619232271535,1.18799910458773,0.283881832665832,4.18483667458271,2.85371206424977e-05,0.00131246364254085
"ENSMUSG00000066361",67.6596788493893,-1.45868556208312,0.348753482282685,-4.18256916758401,2.88233285982092e-05,0.00131439263717766
"ENSMUSG00000056025",278.700894332761,-1.49771098668947,0.359303436903149,-4.16837367212042,3.06780709928896e-05,0.0013872159664936
"ENSMUSG00000025967",5956.52308925208,1.0405349991618,0.249596889504518,4.16886204482516,3.06124198166323e-05,0.0013872159664936
"ENSMUSG00000033715",1890.32997296109,1.05054530762004,0.252279717987736,4.16420834777971,3.12434717511696e-05,0.00140883621362886
"ENSMUSG00000027938",266.576174266549,1.63080364471923,0.392324142122603,4.15677616956236,3.22769938963786e-05,0.00143935776925204
"ENSMUSG00000094930",100.608661687234,2.6516766843993,0.638735689871899,4.15144593678662,3.30381314070462e-05,0.00146924119918443
"ENSMUSG00000015850",774.251895664103,-1.04451131902555,0.251793024715436,-4.14829330640116,3.34963077472662e-05,0.00147940656535639
"ENSMUSG00000044707",57.4185017307506,1.88983142906274,0.457815867064157,4.12792907590051,3.66044970989928e-05,0.00156331640266128
"ENSMUSG00000076940",32.5132172410062,2.50689822061779,0.608108198768658,4.12245423708139,3.74857097256142e-05,0.0015841146913628
"ENSMUSG00000058818",768.417100547832,-1.0974561066805,0.26627264653715,-4.12155030174075,3.7633127557447e-05,0.00158619211007798
"ENSMUSG00000025321",199.482144466348,-1.6608439268612,0.403217226879088,-4.11898057956545,3.8055221431868e-05,0.00159565049240167
"ENSMUSG00000024972",256.799284677355,1.32668403736559,0.322525144683516,4.11342823725396,3.89826262761258e-05,0.00162189828859665
"ENSMUSG00000091705",1050.0803574851,1.59893456047647,0.388960195857236,4.11079225459704,3.94303849940859e-05,0.00163211462810136
"ENSMUSG00000003849",225.847989100005,1.90854388781764,0.46443310150551,4.10940538396357,3.96679198069279e-05,0.0016377473898804
"ENSMUSG00000071722",39.8167047336561,-1.51481490611713,0.369046608465781,-4.10467098563672,4.04890710809832e-05,0.00166738539403141
"ENSMUSG00000091575",341.87139266088,-1.39271559385243,0.339766418380989,-4.09903839375538,4.14870217877558e-05,0.00168458845538923
"ENSMUSG00000024608",7352.13415142548,1.23521363009445,0.301259730872678,4.10016176578373,4.12861444360801e-05,0.00168458845538923
"ENSMUSG00000042453",786.766721071949,-1.35697921676502,0.331137716725059,-4.09793010045939,4.16861113356257e-05,0.00168656364734588
"ENSMUSG00000028862",461.075397631761,-1.55808650634099,0.380585711596247,-4.09391750364479,4.24145274784725e-05,0.00171174429271246
"ENSMUSG00000029321",101.270729246257,-1.26423610157424,0.309681235031355,-4.08237877715204,4.45770651573696e-05,0.00178562670678764
"ENSMUSG00000024042",408.392212090243,-1.04840297253926,0.256983254336326,-4.07965482127161,4.51026229596008e-05,0.00179775714181935
"ENSMUSG00000041301",1545.5492912109,2.07204884842593,0.508146325586925,4.07766177593167,4.54908765949184e-05,0.00179990005115629
"ENSMUSG00000027230",2651.21508385383,1.13895535688938,0.279277052689469,4.07822750176253,4.5380349857521e-05,0.00179990005115629
"ENSMUSG00000058975",33.1992782214652,-1.68287036517038,0.412627630246317,-4.0784238422565,4.53420500766761e-05,0.00179990005115629
"ENSMUSG00000068452",6846.72293534165,-1.233274784648,0.302644876738919,-4.07498979641377,4.6016364662643e-05,0.00181624003606124
"ENSMUSG00000047842",72.9936508660545,1.69352816476767,0.416179571365248,4.06922463592378,4.71698520997727e-05,0.00184373588970128
"ENSMUSG00000108688",398.293035098765,1.18844467468541,0.292303833005227,4.06578546188329,4.78709584185012e-05,0.00186662048731852
"ENSMUSG00000044716",77.7420226998191,1.944400781667,0.478372951896773,4.06461271264889,4.81122844991941e-05,0.00186701107853483
"ENSMUSG00000074196",259.954683466811,-4.75710205556723,1.1725250195218,-4.05714332433381,4.96765993080967e-05,0.00191391251224488
"ENSMUSG00000021750",116.570889432669,-1.53143644154973,0.378113099512154,-4.0502073150219,5.11722773497133e-05,0.00195418992453091
"ENSMUSG00000140892",204.031143374989,-1.34988746990965,0.334414377725474,-4.0365712715193,5.42380538937556e-05,0.00204571239253948
"ENSMUSG00000062997",5034.63935149625,1.17793900406553,0.291856486444548,4.03602132820623,5.43652761256488e-05,0.00204573112470011
"ENSMUSG00000041479",115.504124445651,-1.01852560689404,0.253018655967922,-4.02549607655481,5.68553284746767e-05,0.00212916425202672
"ENSMUSG00000074115",20761.8772495656,-1.46590414231715,0.364887909891463,-4.01740946350673,5.88414307433359e-05,0.00218865718085178
"ENSMUSG00000031853",475.878346523271,1.0540061190749,0.262556341653075,4.0143997758302,5.95972605815397e-05,0.00220155280907962
"ENSMUSG00000040899",31.5345659716051,-1.93685132456669,0.482738678460562,-4.01221491251384,6.01517000085034e-05,0.00221112551889238
"ENSMUSG00000008668",6483.46573091705,1.09130347086144,0.272098280274365,4.01069595059935,6.05400319398413e-05,0.00221609463855977
"ENSMUSG00000122136",33.4579387148349,2.19840151215978,0.548748125114612,4.00621234323238,6.17001852513794e-05,0.00223686180442047
"ENSMUSG00000037820",6508.67358955447,-1.25339824886847,0.312821470347845,-4.00675262946223,6.15592765451525e-05,0.00223686180442047
"ENSMUSG00000042251",179.176721703614,1.46295472284754,0.365513818649448,4.00246077768843,6.2687062445771e-05,0.00225883314522786
"ENSMUSG00000068762",93.6248615952824,1.43307701209379,0.359412834427208,3.98727278166811,6.68371639164451e-05,0.00237132381780917
"ENSMUSG00000043259",238.020251916919,-1.21901191199908,0.306065289519569,-3.98284926040637,6.80939483630987e-05,0.0024000886646845
"ENSMUSG00000087281",64.7505303023803,-1.25740700884525,0.316597484689078,-3.97162665420452,7.13835318563091e-05,0.00250509642338347
"ENSMUSG00000008845",1054.13199023406,-1.03291614190147,0.260498426791547,-3.96515308988034,7.33488565043619e-05,0.00254638836677401
"ENSMUSG00000059824",309.371512197244,-1.54609893856241,0.391155347979917,-3.95264681039666,7.72914786281931e-05,0.00264346682096382
"ENSMUSG00000139771",4214.94459787303,1.03513988383534,0.261973788026242,3.95131089882796,7.77242743058342e-05,0.00264843322049488
"ENSMUSG00000045019",286.696228969169,2.4334885120522,0.616311320703887,3.94847284205801,7.86513366283838e-05,0.00267298637303579
"ENSMUSG00000069972",455.677586755622,1.26887875180294,0.321561955430436,3.94598530819495,7.94724868626443e-05,0.0026895688792949
"ENSMUSG00000114433",61.5630942728991,-1.09842214848048,0.278654496543374,-3.94187842689091,8.0845954687464e-05,0.00271976540565254
"ENSMUSG00000062006",3279.67724418187,1.20769129528944,0.306380151917145,3.94180656851438,8.0870184892103e-05,0.00271976540565254
"ENSMUSG00000029545",1766.13547661974,1.10046258777178,0.279451321627313,3.93794017993375,8.21840756212388e-05,0.00274088567321111
"ENSMUSG00000027474",81.2439240444396,-1.09943825014181,0.279987004870971,-3.9267474240402,8.61023145784492e-05,0.00282510094357704
"ENSMUSG00000020186",1650.82153346977,1.44987493336866,0.369453590446325,3.92437635162,8.69547068760408e-05,0.00284728160872196
"ENSMUSG00000071604",598.772843361478,1.01044026491105,0.257994860277751,3.91651315775529,8.98389146975672e-05,0.00290635190373312
"ENSMUSG00000020460",5868.00840890741,1.02081866256803,0.260849658069475,3.91343684374752,9.09917069869808e-05,0.00292605403563911
"ENSMUSG00000040584",6362.07745815839,1.23100120333379,0.315211057104671,3.90532367310014,9.40993508674297e-05,0.00300206684002553
"ENSMUSG00000054428",1438.27678151127,1.13679998756181,0.29133823550402,3.90199379630046,9.54036033316547e-05,0.0030376733108144
"ENSMUSG00000027761",202.065253242063,1.83062537618589,0.469515376415234,3.89896788932191,9.66035832483138e-05,0.00305778753799516
"ENSMUSG00000026322",258.938888112322,1.86126811868102,0.477641100974166,3.89679220419872,9.74751837593445e-05,0.00307332400669355
"ENSMUSG00000026614",131.871506343943,3.28152540586259,0.843439556256817,3.89064679444962,9.99773725397367e-05,0.00314607158851651
"ENSMUSG00000054545",1017.22427993895,1.6092281659512,0.414437380166508,3.88292234958309,0.000103208534464714,0.00321640033178355
"ENSMUSG00000054169",293.72455204941,1.14833236561945,0.295946626310565,3.88020089951758,0.000104370220925923,0.0032463361780485
"ENSMUSG00000031596",286.84164810915,-1.06343704664477,0.275774563588284,-3.85618250214121,0.000115171516574256,0.00351388030634901
"ENSMUSG00000074129",9723.88952268252,1.17464483610218,0.305228439740334,3.84841215026189,0.000118885915432012,0.00361426616350089
"ENSMUSG00000053414",268.898010036041,1.42297856814936,0.369961265757796,3.84629067920032,0.000119919486441336,0.00363200801054876
"ENSMUSG00000009927",5694.38450532476,1.03248784210029,0.26866600172404,3.84301636781272,0.000121531360169137,0.00365340921268226
"ENSMUSG00000037095",1721.45581971183,-2.0339484071926,0.530629837440449,-3.83308337315438,0.000126547040029199,0.00376724722936342
"ENSMUSG00000051727",182.861841442556,1.17503493328233,0.306828025423874,3.82962062105979,0.000128340963983303,0.00378758351294783
"ENSMUSG00000012428",1049.64899784021,-1.34134643311314,0.350377330447964,-3.82829114942511,0.000129036060161555,0.00380114802771529
"ENSMUSG00000048373",475.599899240654,1.12921495215149,0.295579511175599,3.82034244410346,0.000133266514422931,0.00388325152045013
